,building_id,manager_id,display_address,street_address
26267,4001,332,9641,2976
26268,1242,3143,8049,11623
26269,1,1091,8930,15676
26270,6415,397,2393,8224
26271,3108,2640,8533,8834
26272,1,1369,32,17736
26273,1948,2014,32,2073
26274,1842,241,11760,18973
26275,3815,749,13263,17852
26276,1265,2664,11519,16746
26277,4706,0,9106,13016
26278,1582,1774,509,1444
26279,3805,1697,8657,4844
26280,1246,2152,12531,7316
26281,5322,2626,13271,19776
26282,1,159,9492,22800
26283,1,671,13333,13709
26284,2683,588,7104,17512
26285,2415,1837,9916,22578
26286,3774,2212,13085,18911
26287,3800,2670,9251,8296
26288,4040,1364,32,9682
26289,6186,3004,8529,11222
26290,1,403,13355,16987
26291,687,1630,7722,12971
26292,0,2126,5823,22875
26293,0,1576,8876,4287
26294,4894,2289,0,9375
26295,1,348,9772,15751
26296,3254,138,9574,5941
26297,2167,1119,9343,7284
26298,5178,841,12338,15300
26299,1,1494,9312,7212
26300,3171,1211,5041,22005
26301,1,16,9221,11307
26302,2336,9,12996,11088
26303,2347,253,2977,10474
26304,931,1085,7577,15412
26305,950,1180,12036,19561
26306,4596,2755,32,2280
26307,3682,1444,13480,5344
26308,531,803,9020,6398
26309,4086,1103,9031,13451
26310,3785,2050,9247,17754
26311,5585,3225,8246,3783
26312,444,1679,9488,8307
26313,5646,3319,9011,7413
26314,5427,2757,8235,2441
26315,1,2100,13614,20179
26316,1695,1969,32,2117
26317,4882,3309,8519,7731
26318,394,2271,8386,18692
26319,3531,2711,9381,6327
26320,229,132,13257,17605
26321,369,1753,11178,3028
26322,1,995,7074,10192
26323,1,1297,9142,8022
26324,5771,408,6586,18086
26325,5754,848,8917,6867
26326,3311,2482,9011,11735
26327,3942,272,13263,15062
26328,5323,2103,3730,13358
26329,5707,2119,11178,18323
26330,5707,2870,3074,18279
26331,1,767,9595,2534
26332,4199,1735,7525,21640
26333,1,3114,9238,16293
26334,4505,2236,9306,5871
26335,2854,2058,6135,21471
26336,4874,1335,10039,21297
26337,1,2341,13357,3013
26338,1,1297,9568,6709
26339,2219,1085,11460,19224
26340,5724,3319,11178,3968
26341,1,1359,7442,22638
26342,1,2081,13672,2589
26343,2545,1444,13524,15986
26344,2448,2048,32,7421
26345,5714,3004,8044,12783
26346,3192,939,2444,8448
26347,1,509,9309,7106
26348,6534,3004,8093,3309
26349,381,0,3215,11270
26350,4934,2702,11460,20488
26351,4490,3065,9115,11021
26352,3089,2353,12221,16228
26353,1,2624,9122,22114
26354,1,2788,11570,14518
26355,372,557,11724,20527
26356,5384,1298,13418,192
26357,575,1450,8591,19853
26358,1,1123,13431,7319
26359,1922,2271,8640,13682
26360,436,1444,13541,94
26361,1,2622,13025,19630
26362,1763,3154,2868,10132
26363,1,1033,8110,7574
26364,4023,3004,8054,4220
26365,1769,2168,6289,21814
26366,5037,1734,12654,12424
26367,697,1277,8048,4341
26368,1894,2094,5313,19119
26369,2118,1855,13431,13289
26370,3700,3051,2748,9767
26371,780,3035,8165,5511
26372,5319,2531,11415,1139
26373,1,509,11178,2297
26374,2646,2394,9898,18343
26375,1,534,13431,7319
26376,841,2237,7314,10547
26377,616,2050,13296,3408
26378,5585,1302,9163,3802
26379,3532,500,487,1363
26380,3027,3295,10381,4389
26381,3596,602,8054,8569
26382,2159,3004,32,13045
26383,1997,3004,4451,15987
26384,6382,817,32,21023
26385,2690,2445,13311,16050
26386,436,3004,13541,94
26387,1095,2307,10524,53
26388,6183,30,13523,19017
26389,1,531,10911,23409
26390,1033,332,9118,13018
26391,461,1298,13398,7976
26392,229,3065,13257,17605
26393,5707,1217,3074,18279
26394,1,3101,13655,20631
26395,0,2522,1610,5116
26396,3098,471,7304,1496
26397,1,827,7573,21708
26398,3815,1369,13263,17852
26399,4618,895,9859,140
26400,1470,1312,13263,13975
26401,3460,2607,3370,11767
26402,5162,1298,9725,5637
26403,1,1033,8409,10912
26404,4929,1207,9056,13455
26405,1,2316,13468,15399
26406,848,803,12962,8220
26407,2400,1921,8496,16239
26408,3973,2289,0,5779
26409,5028,2430,11863,8943
26410,1636,241,8432,15344
26411,6316,1444,7401,1499
26412,1,2516,9469,22269
26413,1120,2729,10368,22271
26414,0,698,1827,5751
26415,1,1297,8917,18171
26416,3416,1872,7722,1548
26417,3785,2501,9247,17754
26418,1,2453,7916,23071
26419,837,1444,13387,5391
26420,6066,2419,12572,6154
26421,3724,2610,8422,13493
26422,5882,3136,7053,7198
26423,4018,3004,32,12019
26424,2639,152,11178,4885
26425,2791,766,7375,16930
26426,1644,2607,8165,22107
26427,1,2344,13374,5749
26428,3020,2095,11083,3818
26429,1,2967,9455,15468
26430,632,1386,13590,10617
26431,4332,0,8672,13632
26432,3170,749,12981,2761
26433,1,208,1424,4537
26434,0,2719,13468,11543
26435,2133,1723,13252,1920
26436,0,488,13001,1916
26437,1421,2271,12159,17577
26438,6386,2444,5711,22943
26439,0,1386,11573,632
26440,925,1046,9157,2740
26441,0,1155,11178,2778
26442,3480,1508,11058,15386
26443,1137,2398,11346,5897
26444,6009,1723,9056,10928
26445,1,882,6971,9319
26446,1188,689,9818,9359
26447,1393,1731,13054,1375
26448,243,256,8541,6673
26449,6423,3126,32,8263
26450,1275,2653,8835,12823
26451,4691,2271,8369,7725
26452,5750,273,32,1697
26453,1,2112,4508,16181
26454,4169,2626,9238,5869
26455,5707,2610,11178,18323
26456,2717,1635,4006,14367
26457,907,2358,7534,5355
26458,2256,1128,8480,13431
26459,4243,2060,12862,20624
26460,5865,2425,6964,22763
26461,1,2438,9708,23715
26462,4788,2932,12245,20194
26463,1,2726,13672,2906
26464,861,2662,54,4825
26465,4772,750,12590,1623
26466,3804,3004,9049,10926
26467,371,2185,9163,15710
26468,1,1910,32,2500
26469,2127,1030,3942,14174
26470,784,1152,8325,14082
26471,5982,444,10243,3144
26472,6255,1625,8521,16623
26473,1486,444,12248,20425
26474,6123,119,11919,17655
26475,3457,132,12316,18334
26476,5037,750,12655,12425
26477,1964,271,10793,4099
26478,0,0,5845,20715
26479,0,1804,5942,22298
26480,0,3004,3037,10643
26481,349,3004,12075,16652
26482,1311,71,13318,16856
26483,5328,2462,6337,1799
26484,1,767,9296,18177
26485,6062,1313,13355,19731
26486,5216,1228,9722,9772
26487,1470,1708,13263,13975
26488,4208,2728,11823,11247
26489,2043,591,10759,21396
26490,3815,1337,12221,17833
26491,705,588,12862,16764
26492,1231,2822,7055,5265
26493,508,3339,8129,2254
26494,2652,329,9254,10943
26495,4054,1569,11072,6149
26496,1,115,9568,2115
26497,1673,2128,4094,7325
26498,5735,648,8201,12512
26499,1,2021,11094,22068
26500,1,2845,9263,11171
26501,1,503,9343,15026
26502,4054,2896,11067,6146
26503,1,101,9343,11664
26504,1231,3295,7055,5265
26505,4187,1156,32,6406
26506,0,1538,10641,10588
26507,5125,1364,1658,4920
26508,1004,3053,13271,20017
26509,0,217,9269,18174
26510,4190,94,12367,15474
26511,4450,588,12862,14451
26512,4173,82,9343,15026
26513,3598,415,8079,10992
26514,4279,3014,535,10449
26515,4929,241,8036,13400
26516,3935,1298,13364,16773
26517,1270,3004,6586,21642
26518,5707,3004,1784,18276
26519,3727,3187,10574,17552
26520,3672,2010,7490,21594
26521,1,3188,8783,4558
26522,6144,568,13203,16696
26523,2429,1128,8243,10902
26524,2754,713,9915,2446
26525,607,2031,32,6486
26526,3014,1614,7576,15414
26527,1,159,6971,22776
26528,6185,854,8443,16316
26529,3989,1945,12379,19043
26530,2916,1578,8930,16247
26531,1,3287,9263,18204
26532,0,678,12917,5453
26533,2012,2271,324,11206
26534,1,1359,7442,10739
26535,2977,2064,8235,13411
26536,5295,1386,13590,20790
26537,2210,2596,1032,3147
26538,3077,3004,32,13526
26539,3165,1569,13318,16432
26540,4273,1413,32,8031
26541,779,1562,9425,9625
26542,5261,3249,3082,13895
26543,2272,2352,7966,7926
26544,1,303,4726,17000
26545,4610,683,32,22920
26546,529,1864,2678,9467
26547,1,534,9269,7427
26548,2307,288,11166,2644
26549,5573,349,32,3428
26550,6009,3187,8040,10879
26551,1,3274,13122,18208
26552,2703,2902,11957,18462
26553,5485,2013,13254,11984
26554,1,2021,10836,5484
26555,1,290,13672,4117
26556,6185,2601,6224,16317
26557,3119,237,7387,5790
26558,3583,3257,7982,17519
26559,1,1297,10873,14102
26560,2432,588,3610,12753
26561,2110,2939,11747,9074
26562,2878,1727,7091,116
26563,3206,1913,12552,4182
26564,1,208,13255,17605
26565,5640,288,10336,12171
26566,436,3004,13538,90
26567,1209,2653,8946,2959
26568,6383,1268,32,20946
26569,4954,152,9122,22575
26570,2873,1273,7057,5232
26571,5313,2945,10051,238
26572,1848,3004,11072,22403
26573,3787,1872,12442,9081
26574,3077,2605,12273,13513
26575,2873,1567,7057,5232
26576,6016,2366,11109,22277
26577,6428,3126,10541,10485
26578,1060,1444,13348,8550
26579,3170,2115,12981,2761
26580,1509,1873,10905,20866
26581,0,2742,12921,9099
26582,4836,1964,11198,9856
26583,4618,588,9859,140
26584,337,1142,13541,5756
26585,1,1895,9347,11469
26586,5162,3002,9725,5637
26587,2597,1633,12259,14280
26588,3793,1203,2941,15824
26589,1939,225,12597,9238
26590,2150,1125,13672,2538
26591,5261,2498,4194,13898
26592,3254,988,12903,5944
26593,4929,3004,8035,13399
26594,4541,735,7447,4949
26595,3077,102,12273,13513
26596,4240,3035,10060,146
26597,2545,2236,13524,15986
26598,3137,665,9110,12836
26599,3815,709,12221,17833
26600,1,1272,32,7411
26601,4630,1401,9110,12237
26602,747,1308,8887,4704
26603,1,1824,9300,13467
26604,4045,2014,8939,18312
26605,144,1057,10771,6796
26606,2289,2935,9376,12252
26607,1059,2185,9031,3624
26608,3464,792,9032,2964
26609,0,1299,32,14475
26610,661,2425,32,12597
26611,573,2092,12100,20478
26612,5592,135,9147,1772
26613,2513,674,12535,7903
26614,1,2316,9110,2667
26615,1931,2075,8446,18723
26616,2442,1259,12237,12865
26617,1,3004,9142,13263
26618,2154,869,8373,1337
26619,4187,3241,8070,6389
26620,5281,2236,9276,13929
26621,6069,622,8909,8108
26622,5554,1451,3472,10824
26623,4094,2892,8548,6037
26624,2239,2744,32,9746
26625,1719,2021,7060,8283
26626,697,1313,32,4364
26627,1,2070,13195,19786
26628,1,1657,2535,8854
26629,2763,1156,32,20942
26630,3308,2271,8649,5163
26631,5384,1855,13418,192
26632,2767,1926,11296,21678
26633,705,2805,12858,16761
26634,5375,2307,32,19007
26635,1,2112,32,13045
26636,3554,2058,3152,10983
26637,6110,1782,4154,14790
26638,1257,3106,937,2802
26639,1,2752,11083,4132
26640,5193,2890,13174,20964
26641,1615,3309,9260,16063
26642,5608,1538,3466,12769
26643,2081,1444,13339,12356
26644,2022,2535,12546,898
26645,4957,2444,4645,16787
26646,4498,1686,9353,12495
26647,2464,2731,13339,9923
26648,3679,1160,8917,18619
26649,3457,428,13303,18344
26650,1,587,6228,8230
26651,3739,1716,32,18701
26652,0,2775,8315,14371
26653,3353,941,13411,11833
26654,3935,2640,12429,16754
26655,1,1805,12600,9241
26656,1,2580,6964,4618
26657,6320,1103,9056,15107
26658,3456,2998,55,5529
26659,4705,1633,12386,354
26660,3266,707,9523,5707
26661,1951,135,9122,6186
26662,5057,2354,11986,16650
26663,4940,2956,9174,7885
26664,5037,2896,12654,12424
26665,1,2752,9216,12157
26666,1066,444,6983,28
26667,2239,1855,32,9746
26668,1,3000,11419,7450
26669,1357,456,13113,2181
26670,4895,871,11853,19661
26671,2589,1539,12432,4056
26672,731,624,9818,22459
26673,5402,101,13089,8659
26674,4617,2050,10346,20662
26675,1,101,9312,12606
26676,3137,2626,9110,12836
26677,276,486,8219,8285
26678,0,1420,8898,18035
26679,2989,602,7442,22638
26680,2220,651,12202,16947
26681,206,2743,32,8495
26682,5971,2045,13524,14813
26683,5391,1451,32,1293
26684,4530,1444,13264,20553
26685,1,1828,9376,11401
26686,989,0,4286,15257
26687,4049,3015,7057,12129
26688,100,1567,7084,5617
26689,1,1828,10524,53
26690,5740,486,8432,12058
26691,4490,3065,8146,11000
26692,1,751,32,1595
26693,1147,405,32,21340
26694,4093,2795,11346,5897
26695,1,159,12788,13795
26696,406,2271,10771,6145
26697,3308,132,9381,5169
26698,938,1382,12420,12872
26699,1502,2651,12179,9828
26700,1486,162,12244,20422
26701,4682,1298,10381,21536
26702,3266,2883,9523,5707
26703,4845,2012,8835,12590
26704,6164,2058,906,2703
26705,1205,769,8422,5835
26706,5503,686,8562,17794
26707,1,229,9049,8404
26708,731,2684,9818,22459
26709,319,1794,9568,21766
26710,5625,2870,9306,8857
26711,6225,2252,9056,1232
26712,4111,1964,8269,12804
26713,5090,2755,8054,7093
26714,3149,1128,2441,8429
26715,1,1359,11419,586
26716,1,3004,9343,18599
26717,4279,3187,535,10449
26718,5769,841,8279,12457
26719,6320,197,9056,15107
26720,1,31,9087,3200
26721,1,2804,13380,5964
26722,1,3004,9521,5703
26723,2883,1639,12505,2282
26724,1421,3029,4977,17603
26725,2256,766,9300,13467
26726,705,1926,12858,16761
26727,6432,2956,9011,6870
26728,1657,1833,11846,1417
26729,436,3113,13541,94
26730,4086,2757,7990,13396
26731,1,3093,8561,23180
26732,660,2103,3395,11855
26733,6355,2005,6958,22054
26734,1,737,11570,18887
26735,532,1845,8227,13539
26736,3840,1597,32,4375
26737,2630,2036,6812,22893
26738,6191,3288,11460,11127
26739,1302,354,10950,3898
26740,230,1298,9306,7755
26741,3523,2351,11157,7774
26742,270,3184,32,18493
26743,3511,1617,13234,4083
26744,3958,324,11457,18272
26745,1003,2058,4004,14360
26746,1951,1448,9122,6186
26747,247,2653,10541,9213
26748,1,1887,3217,11280
26749,1393,885,486,1361
26750,1,1828,10524,53
26751,2989,332,7442,22638
26752,436,1282,13538,90
26753,4422,1980,11941,18627
26754,1,208,1717,5441
26755,2495,241,8530,13147
26756,1,3295,11779,11482
26757,6128,2610,8511,11935
26758,511,436,9011,7829
26759,434,1554,9595,22627
26760,2015,253,2964,10433
26761,5870,2901,7970,8809
26762,5585,444,9163,3802
26763,5485,595,12196,11963
26764,3310,3283,7525,19654
26765,5391,51,10051,1294
26766,2133,1264,13252,1920
26767,5314,3295,9300,11116
26768,3007,2678,11178,4431
26769,3457,132,13303,18344
26770,196,3004,12518,3714
26771,5857,1298,11015,1693
26772,1,995,13355,15984
26773,2808,94,8198,3669
26774,1445,2890,11210,1857
26775,6190,1634,8930,15676
26776,697,2892,8050,4343
26777,4023,1969,9066,4230
26778,5974,2875,8123,11369
26779,387,1764,10854,22129
26780,5491,1169,9818,13840
26781,1,1547,32,3753
26782,2722,3004,32,5958
26783,837,2585,12475,5385
26784,6028,1945,9896,19202
26785,2432,3004,11024,12753
26786,4992,2757,8483,12469
26787,1931,2075,8446,18723
26788,5356,665,13257,14288
26789,2464,102,12374,9909
26790,1562,2168,6792,22848
26791,1809,75,4191,14677
26792,1,488,8908,1177
26793,2159,84,32,13045
26794,4118,332,13357,3013
26795,5356,1028,13257,14288
26796,2082,306,12531,11412
26797,4314,2618,9940,949
26798,4484,2212,12024,20319
26799,2639,503,32,4884
26800,4450,1444,12862,14451
26801,883,3004,9568,8759
26802,2854,2185,13113,21471
26803,1,2340,9306,8857
26804,705,1813,12862,16765
26805,2609,557,12670,7461
26806,3304,1448,9122,764
26807,2680,2751,6983,8332
26808,3646,1811,8013,3495
26809,1,2407,9725,23323
26810,1,102,7985,126
26811,1393,241,11824,1359
26812,1,1910,9216,7042
26813,1,1964,5104,14774
26814,5956,1410,9296,15868
26815,2840,3004,32,11394
26816,5646,3319,9011,7413
26817,1,23,8417,15084
26818,5192,1007,13672,2906
26819,2609,557,12670,7461
26820,5830,2464,32,2883
26821,4074,582,7137,19663
26822,2911,1423,9807,22211
26823,5615,0,1296,4081
26824,3089,867,12221,16228
26825,1,1495,2216,7421
26826,2133,173,12191,1909
26827,6001,1085,32,10686
26828,338,1873,13174,21862
26829,6305,616,8515,938
26830,1537,3004,10905,5651
26831,3266,51,9523,5707
26832,435,13,7500,15794
26833,2621,2607,6924,2134
26834,6078,3143,8009,6659
26835,5527,217,9011,6462
26836,1507,2064,13671,4514
26837,3595,462,12141,1618
26838,868,869,7160,5683
26839,1,938,11519,16746
26840,5985,1518,9807,20590
26841,0,3004,4416,15817
26842,4823,2049,9624,22121
26843,1463,1217,7835,13719
26844,122,2702,8360,15494
26845,1,2515,9110,12836
26846,2385,585,9203,13691
26847,1,1123,9251,12383
26848,3155,2058,813,2427
26849,4585,3004,9574,23311
26850,4813,3004,12895,22384
26851,1,2627,13383,20127
26852,5288,568,9157,15255
26853,0,2483,7864,16414
26854,2862,440,9950,5151
26855,5764,3044,753,2242
26856,5210,30,11701,3263
26857,1,2752,9329,4233
26858,4989,2391,7801,18284
26859,1,90,13066,1062
26860,2911,2296,9806,22210
26861,4001,3339,4932,2927
26862,3254,1926,12902,5943
26863,3501,3021,10941,1434
26864,1,3004,11924,6808
26865,4618,3004,9859,140
26866,577,1156,12895,1789
26867,1,994,10473,23591
26868,817,117,13355,20056
26869,2776,1057,10346,7086
26870,1432,1594,8302,9145
26871,450,2707,10362,249
26872,1,1234,8939,12670
26873,1,1964,6369,1801
26874,132,2271,8386,15082
26875,6032,769,8312,15697
26876,5217,2074,12862,22663
26877,1,946,9718,23322
26878,1,994,11247,23493
26879,2936,3004,4089,14605
26880,6186,3004,8529,11222
26881,1801,1448,4821,17244
26882,2608,818,12620,362
26883,5538,2640,12280,19036
26884,5646,869,7949,7376
26885,1540,1215,13089,12739
26886,4639,2078,32,39
26887,4056,3004,6687,22547
26888,1632,3004,7924,1501
26889,4044,1403,289,22766
26890,1,1873,11960,18110
26891,3724,1625,8422,13493
26892,0,1298,9296,7043
26893,1,1297,9469,22269
26894,0,1884,11357,14107
26895,1337,1734,12407,11970
26896,3225,1606,32,9506
26897,5299,404,11178,4792
26898,1,3045,7057,12129
26899,837,101,13387,5391
26900,5037,2896,12654,12424
26901,2750,651,12076,10252
26902,3618,0,1761,5608
26903,6298,1847,7375,17215
26904,4997,648,8446,18157
26905,1,685,7542,629
26906,2480,1180,32,13818
26907,1,3097,12884,10054
26908,5037,3004,12654,12424
26909,5428,2152,32,4956
26910,4370,455,10267,14206
26911,5145,241,8337,6665
26912,4813,1491,12895,22384
26913,6350,1323,6173,21540
26914,6303,1567,6848,21300
26915,1,189,9087,9498
26916,4989,3004,7768,18282
26917,494,3295,12975,6209
26918,4490,3065,9115,11021
26919,2476,317,7342,20138
26920,1372,861,8988,11528
26921,4186,460,6357,21956
26922,6312,1165,9803,640
26923,2478,3126,9056,4417
26924,2135,707,10575,22292
26925,1357,540,13113,2181
26926,3876,2713,13083,19899
26927,1,1297,9469,22269
26928,5387,792,9112,3347
26929,1,90,12795,19895
26930,2881,3201,7938,1943
26931,4610,1679,10899,22921
26932,5707,444,3074,18279
26933,4594,440,6868,9952
26934,0,3139,5188,18608
26935,2077,2483,10651,19782
26936,0,1753,8391,6777
26937,284,2902,8432,10009
26938,3213,3004,8413,13554
26939,1,208,9725,5637
26940,1,3176,9343,18599
26941,3264,2766,9335,8415
26942,450,2296,10363,250
26943,1,1297,11072,20674
26944,6277,1344,9381,6296
26945,4729,3132,7844,15901
26946,196,268,32,3729
26947,4132,33,8032,5809
26948,4171,3004,8227,13624
26949,5447,30,12462,5919
26950,2372,1690,11419,7450
26951,593,2103,6194,21591
26952,6186,561,9326,11237
26953,2516,725,6598,22364
26954,1,1950,10867,10769
26955,4682,3004,10380,21535
26956,1,1996,12231,12267
26957,268,2742,13496,17612
26958,88,665,12301,12420
26959,4585,3004,9574,23311
26960,2945,2464,11242,2224
26961,5593,503,9300,15358
26962,2687,2870,8038,7559
26963,2098,803,9300,633
26964,2955,3029,2053,6751
26965,1,662,13068,18740
26966,5380,665,8165,12655
26967,4813,1708,12895,22384
26968,5892,2496,13077,7790
26969,5324,3004,11746,7779
26970,3250,1332,5461,22946
26971,3250,2672,5461,22946
26972,3526,517,7558,10553
26973,779,1344,1774,9616
26974,2734,2012,9139,12484
26975,3254,1926,12902,5943
26976,697,1344,8048,4341
26977,1,1091,9362,13931
26978,2239,3283,32,9746
26979,762,1581,6662,22499
26980,604,1921,11775,273
26981,0,2888,225,525
26982,6062,2615,12413,19716
26983,6261,2607,8898,20341
26984,3255,1873,9488,11035
26985,1,1370,9396,19861
26986,3646,3065,9043,3683
26987,931,1085,7577,15412
26988,4845,2425,8835,12590
26989,4086,1156,9031,13451
26990,4128,769,8070,11434
26991,1,175,9175,18053
26992,1119,2328,9964,18551
26993,2024,2640,5895,21762
26994,2873,2482,7057,5232
26995,1004,444,13271,20017
26996,5605,1553,13514,12091
26997,2133,2757,12195,1913
26998,2677,2870,8426,9653
26999,333,2152,3486,11426
27000,1,217,7805,9109
27001,2639,1302,32,4884
27002,2492,241,8541,13779
27003,5803,2338,7519,21561
27004,1082,1363,8026,14585
27005,2989,1265,7442,22638
27006,4592,1792,7375,17200
27007,5609,3004,5037,5664
27008,996,623,12480,3637
27009,2524,396,11156,20105
27010,2136,2185,9095,20610
27011,5337,262,11722,6573
27012,2983,1698,9771,6876
27013,3526,869,7558,10553
27014,5629,2497,9269,14064
27015,3137,444,8137,12800
27016,719,1753,10651,8736
27017,2442,2161,13266,12879
27018,1,1501,9110,12237
27019,1,320,9455,15468
27020,5096,2115,10748,9528
27021,0,1386,11434,17090
27022,6278,1731,32,7280
27023,3759,1298,10772,12553
27024,3308,1444,9381,5169
27025,2219,2709,324,19220
27026,3815,1873,13263,17852
27027,5803,3004,7525,21563
27028,2022,578,13484,905
27029,1346,488,8908,1177
27030,1,2617,9254,10943
27031,398,2638,12408,16019
27032,4450,2379,12862,14451
27033,3007,841,11178,4431
27034,17,3257,11979,19196
27035,3519,561,9369,1237
27036,1209,3004,8946,2959
27037,2767,2805,11296,21678
27038,1915,245,11419,7689
27039,4494,3004,3279,8099
27040,3592,3004,9376,11809
27041,5647,1833,10215,17192
27042,5882,553,7053,7198
27043,1,947,12758,15478
27044,6144,568,13203,16696
27045,1,133,13330,16998
27046,6320,3033,8035,15072
27047,5145,2742,9216,6702
27048,4592,1128,7373,17199
27049,1,313,32,11465
27050,1,1762,13355,20056
27051,304,2436,8349,20183
27052,5162,907,9718,5633
27053,3815,2523,12221,17833
27054,3167,763,8488,6179
27055,1535,749,8998,17973
27056,2546,436,11291,18964
27057,2118,234,13431,13289
27058,4536,517,12025,20222
27059,1,3004,9631,9356
27060,3007,803,11178,4431
27061,1,3004,12884,10054
27062,4,882,11460,19554
27063,1,2346,8992,3525
27064,5598,3004,9722,14907
27065,1036,1753,7199,5584
27066,1,1297,32,10686
27067,5288,1277,8241,15238
27068,1,2072,10369,18917
27069,1817,2549,13364,5963
27070,1,189,7057,3851
27071,450,588,10363,250
27072,0,1119,4841,17276
27073,4314,2281,9940,949
27074,1746,1908,9940,22679
27075,4627,462,11824,6307
27076,6277,1847,8648,6283
27077,1,1297,6369,1807
27078,2714,1538,3283,9429
27079,1,3004,12996,11267
27080,1,1828,11657,19380
27081,4086,1103,9031,13451
27082,1620,3035,7994,4623
27083,4894,2064,11511,9376
27084,1,2465,13431,12618
27085,4154,627,11107,162
27086,2219,132,324,19220
27087,5538,1762,32,19050
27088,5356,1562,10472,14276
27089,1102,3044,32,14833
27090,3655,30,12920,12762
27091,1410,1737,9011,14835
27092,6048,1723,2639,15430
27093,1654,1444,11269,14580
27094,2374,1753,8422,11350
27095,4132,135,9049,5859
27096,4044,880,7523,22765
27097,3225,589,32,9506
27098,607,1444,32,6486
27099,1641,2721,11960,9899
27100,5147,2870,1772,1324
27101,2637,2640,4193,13617
27102,1,3332,7606,9255
27103,1,2622,11334,21404
27104,4118,1444,13357,3013
27105,0,3029,1295,4075
27106,1620,872,7998,4625
27107,511,1873,9011,7829
27108,5394,1735,13524,390
27109,5281,1970,8441,13916
27110,5692,3123,4382,15682
27111,1432,1410,8302,9145
27112,4923,444,12275,12867
27113,268,1929,12637,17590
27114,3695,3247,9049,2739
27115,3702,214,8151,12298
27116,1,1828,10605,1097
27117,5694,3004,10769,6300
27118,5985,1518,9807,20590
27119,125,132,12437,15053
27120,1,1546,9725,9790
27121,2909,681,9190,13571
27122,2174,455,9696,12855
27123,4618,1926,9859,140
27124,3582,792,9056,7745
27125,3519,2012,9369,1237
27126,1,1131,13000,2317
27127,3747,3004,13184,18417
27128,2219,574,324,19220
27129,0,1605,160,309
27130,5037,3194,12654,12424
27131,2073,444,11490,4149
27132,2975,151,5895,22250
27133,551,2425,9238,7424
27134,661,1980,8045,12573
27135,1633,863,10782,19888
27136,1,3004,12862,22663
27137,3201,2117,7823,17790
27138,2013,1945,12231,12267
27139,4951,135,9568,22719
27140,638,609,9011,6690
27141,942,3004,12954,1631
27142,3927,2538,10244,21654
27143,0,3224,3336,11648
27144,6028,1298,13278,19212
27145,4618,2707,9859,140
27146,4001,3004,4932,2927
27147,5501,2901,12637,20923
27148,1691,2425,13435,3120
27149,1,2058,11478,23456
27150,1014,2180,10998,22675
27151,4543,2960,8444,15842
27152,4082,2069,5832,4618
27153,2639,3065,11178,4885
27154,5707,2640,3074,18279
27155,3585,2816,13159,19254
27156,4947,2482,32,10733
27157,2850,817,13538,22395
27158,2442,1723,13266,12879
27159,0,440,7415,10258
27160,5162,2141,9725,5637
27161,5485,672,12196,11963
27162,3944,70,13387,1430
27163,6438,1262,3205,11234
27164,5178,623,12338,15300
27165,5023,102,10847,8740
27166,1,1372,9725,13612
27167,3009,829,11363,13367
27168,6375,3126,32,4987
27169,1185,2713,9674,10169
27170,1,994,13574,23587
27171,5223,273,8298,15203
27172,3186,492,32,15563
27173,5162,2709,9722,5636
27174,2220,132,13257,16956
27175,3815,3004,12221,17833
27176,1,2792,9916,16423
27177,5281,1539,8448,13918
27178,4976,924,8628,12816
27179,1517,1015,12962,6744
27180,1,3105,8916,8350
27181,6048,2898,2637,15429
27182,436,817,13538,90
27183,6140,2425,9150,14260
27184,4424,3024,9854,2335
27185,5183,1294,10336,10360
27186,3121,2039,7155,11577
27187,2187,766,9326,8928
27188,4134,1057,10516,5079
27189,2159,1731,32,13045
27190,1,3004,9843,13841
27191,3942,1722,12225,15046
27192,5069,1369,9296,1021
27193,6008,2766,9312,3527
27194,247,2338,10536,9211
27195,1570,2162,8219,12299
27196,1143,1444,32,6977
27197,1860,2202,32,16667
27198,3201,2742,8917,17797
27199,1,3025,4930,6495
27200,1,2407,12862,23672
27201,519,2662,8371,5823
27202,4231,1606,9362,14099
27203,1566,2531,8605,4698
27204,1,3042,32,7125
27205,5217,1057,12858,22662
27206,5356,2672,12201,14271
27207,3503,3004,10651,16910
27208,4169,2946,9238,5869
27209,1,3004,9807,20590
27210,933,2742,13008,17405
27211,3358,3004,6586,19920
27212,1470,1945,12226,13955
27213,938,2399,12419,12871
27214,229,2498,13257,17605
27215,5670,358,11841,18183
27216,2596,1792,7577,16156
27217,2073,444,11490,4149
27218,1295,647,11178,21073
27219,3381,2719,12466,19834
27220,2289,2664,9376,12252
27221,5322,173,12244,19767
27222,5096,1057,10747,9527
27223,4408,9,32,8922
27224,5391,1057,32,1293
27225,2875,2948,12379,17842
27226,1337,999,13355,11986
27227,1,1297,10392,22611
27228,1608,3134,2526,8793
27229,3448,2252,13379,19637
27230,5907,729,13418,2320
27231,6126,2425,9175,13689
27232,6320,1156,9056,15107
27233,1609,69,12125,1615
27234,3963,1128,7901,14740
27235,928,2229,12452,15803
27236,2731,681,3069,4202
27237,6058,1265,8135,2657
27238,2516,725,6598,22364
27239,1,2555,13176,21157
27240,1,607,11228,21772
27241,2649,1103,8081,2493
27242,3931,2783,9269,18492
27243,569,1128,13583,3288
27244,911,1718,7576,15422
27245,5629,503,32,14053
27246,4448,1539,8428,17633
